Project Reference,Academic Year,Mobility Start Month,Mobility End Month,Mobility Duration,Activity (mob),Field of Education,Participant Nationality,Education Level,Participant Gender,Participant Profile,Special Needs,Fewer Opportunities,GroupLeader,Participant Age,Sending Country Code,Sending City,Sending Organization,Sending Organisation Erasmus Code,Receiving Country Code,Receiving City,Receiving Organization,Receiving Organisation Erasmus Code,Participants
2014-1-CZ01-KA103-000104,2014-2015,2014-10,2015-02,141.0,Student mobility for studies between Programme Countries,Political sciences and civics,CZ,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,23,CZ,Prague,UNIVERZITA KARLOVA V PRAZE,CZ PRAHA07,DE,Berlin,FREIE UNIVERSITAET BERLIN,D  BERLIN01,1.0
2016-3-LV02-KA105-001392,2017-2018,2017-07,2017-07,7.0,Mobility of youth workers - Programme Countries,? Unknown ?,NL,??? - ? Unknown ?,Male,Staff,No,No,No,18,NL,Den Haag,Culture Clash4U,-,LV,Riga,Youth Line,-,1.0
2016-1-FR01-KA103-023144,2017-2018,2017-03,2017-07,131.0,Student mobility for traineeships between Programme Countries,"Agriculture, not further defined",MU,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,23,FR,DIJON,INSTITUT NATIONAL SUPERIEUR DES SCIENCES AGRONOMIQUES DE L'ALIMENTATION ET DE L'ENVIRONEMENT,F  DIJON31,NO,�s,Norwegian Institute of Bioeconomy Research,-,1.0
2017-1-TR01-KA103-039789,2018-2019,2018-06,2018-08,61.0,Student mobility for traineeships between Programme Countries,Building and civil engineering,TR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,23,TR,ANTALYA,ANTALYA BILIM UNIVERSITESI,TR ANTALYA02,NL,Utrecht,Aannemersbedrijf van Zoelen BV Utrecht,-,1.0
2016-1-UK01-KA107-023737,2018-2019,2018-05,2018-05,5.0,Staff mobility for Training To/From Partner Countries,? Unknown ?,RU,??? - ? Unknown ?,Female,Staff,No,No,No,-,RU,SAINT PETERSBURG,FEDERAL STATE BUDGET EDUCATIONAL INSTITUTION OF HIGHER EDUCATION SAINTPETERSBURG STATE ECONOMIC UNIVERSITY,-,UK,LONDON,MIDDLESEX UNIVERSITY HIGHER EDUCATION CORPORATION,UK LONDON067,3.0
2017-1-DE01-KA103-003312,2017-2018,2017-09,2017-12,108.0,Student mobility for studies between Programme Countries,Chemistry,DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21,DE,Darmstadt,TECHNISCHE UNIVERSITAT DARMSTADT,D  DARMSTA01,FI,Espoo,AALTO KORKEAKOULUSAATIO SR,SF ESPOO12,1.0
2019-1-ES01-KA103-060130,2019-2020,2019-09,2020-02,173.0,Student mobility for studies between Programme Countries,Chemical engineering and processes,ES,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,23,ES,Zaragoza,UNIVERSIDAD DE ZARAGOZA,E  ZARAGOZ01,AT,Wien,TECHNISCHE UNIVERSITAET WIEN,A  WIEN02,1.0
2016-1-NO01-KA116-021918,2017-2018,2017-11,2017-11,21.0,VET learners traineeships in vocational institutes abroad,"Business and administration, not elsewhere classified",NO,ISCED-3 - Upper secondary education,Female,Learner,No,No,No,16,NO,Tertnes,Tertnes videregående skole,-,UK,London,ADC Technology Training Ltd,-,1.0
2014-2-SI02-KA105-000249,2015-2016,2015-01,2015-02,32.0,Mobility of youth workers - Partner Countries,? Unknown ?,SI,??? - ? Unknown ?,Female,Staff,No,No,No,26,SI,LJUBLJANA,ZAVOD VOLUNTARIAT,-,UK,Cardiff,UNA Exchange,-,1.0
2016-1-IT02-KA103-024029,2017-2018,2017-06,2017-07,60.0,Student mobility for traineeships between Programme Countries,Earth sciences,IT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,25,IT,FERRARA,UNIVERSITA DEGLI STUDI DI FERRARA,I  FERRARA01,ES,BARCELONA,UNIVERSITAT DE BARCELONA,E  BARCELO01,1.0
2018-1-TR01-KA103-049962,2019-2020,2019-02,2019-05,91.0,Student mobility for studies between Programme Countries,Electricity and energy,TR,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,24,TR,Giresun,T.C. Giresun Üniversitesi,TR GIRESUN01,RO,SIBIU,UNIVERSITATEA LUCIAN BLAGA DIN SIBIU,RO SIBIU01,1.0
2015-1-ES01-KA103-014280,2015-2016,2015-08,2015-12,107.0,Student mobility for studies between Programme Countries,Management and administration,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22,ES,GETAFE (MADRID),UNIVERSIDAD CARLOS III DE MADRID,E  MADRID14,DK,FREDERIKSBERG,COPENHAGEN BUSINESS SCHOOL,DK KOBENHA05,1.0
2015-1-PL01-KA103-014994,2016-2017,2016-07,2016-10,91.0,Student mobility for traineeships between Programme Countries,"Languages, not further defined",PL,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,21,PL,WROCLAW,UNIWERSYTET WROCLAWSKI,PL WROCLAW01,FR,Voegtlinshoffen,Vins & Cremant d'Alsace Ginglinger-FIX,-,1.0
2014-1-PL01-KA102-000269,2015-2016,2015-02,2015-02,19.0,VET learners traineeships in companies abroad,Mechanics and metal trades,PL,??? - ? Unknown ?,Male,Learner,No,No,No,19,PL,Rzeszów,Zespol Szkol Mechanicznych w Rzeszowie,-,DE,Berlin,BERLINK ETN GmbH,-,3.0
2018-1-DE01-KA103-003617,2019-2020,2019-01,2019-05,130.0,Student mobility for studies between Programme Countries,"Journalism and information, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21,DE,Kiel,FACHHOCHSCHULE KIEL,D  KIEL03,UK,Newcastle upon Tyne,UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE,UK NEWCAST02,1.0
2014-3-IS02-KA105-001551,2015-2016,2015-07,2015-07,7.0,Youth Exchanges - Programme Countries,? Unknown ?,DE,??? - ? Unknown ?,Female,Learner,No,No,No,18,DE,Nettersheim-Roderath,Islandpferde Reiterverein Nordeifel e.V.,-,IS,Stykkisholmur,Hestamannafelagid Snaefellingur,-,5.0
2018-1-IT02-KA101-047330,2019-2020,2019-04,2019-04,12.0,Structured Courses/Training Events,Arts,IT,??? - ? Unknown ?,Male,Staff,No,No,No,61,IT,Corato,I.I.S.S. Federico II Stupor Mundi,-,IE,DUBLINO,EUROPASS SRL,-,1.0
2019-1-DE02-KA116-005892,2019-2020,2019-10,2019-10,12.0,Mobility of VET learners (2 weeks up to 3 months),Business and administration,DE,ISCED-3 - Upper secondary education,Female,Learner,No,No,No,22,DE,Bremen,"Berufsschule für den Großhandel, Außenhandel und Verkehr",-,MT,St Julians,European School of English Ltd,-,1.0
2016-1-FR01-KA103-023075,2017-2018,2017-01,2017-05,124.0,Student mobility for studies between Programme Countries,History and archaeology,FR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21,FR,NANTES CEDEX 1,UNIVERSITE DE NANTES,F  NANTES01,FI,TURUN YLIOPISTO,TURUN YLIOPISTO,SF TURKU01,1.0
2015-1-DE01-KA103-001716,2015-2016,2015-09,2016-01,142.0,Student mobility for studies between Programme Countries,"Business and administration, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22,DE,Dresden,Hochschule fuer Technik und Wirtschaft Dresden,D  DRESDEN01,ES,VALENCIA,UNIVERSITAT DE VALENCIA,E  VALENCI01,1.0
2015-1-PL01-KA105-014346,2016-2017,2016-02,2016-03,8.0,Youth Exchanges - Programme Countries,? Unknown ?,RO,??? - ? Unknown ?,Male,Learner,No,No,No,22,RO,Cluj-Napoca,Asociatia Support for Youth Developement,-,PL,Zakopane,Fundacja Pro Futuro,-,1.0
2014-1-UK01-KA103-000365,2015-2016,2015-04,2015-04,5.0,Staff mobility for teaching between Programme Countries,Education,UK,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Staff,No,No,No,-,UK,ABERDEEN,THE UNIVERSITY COURT OF THE UNIVERSITY OF ABERDEEN,UK ABERDEE01,FI,JYVASKYLA,JYVASKYLAN YLIOPISTO,SF JYVASKY01,1.0
2016-3-DE04-KA105-014824,2017-2018,2017-04,2017-04,2.0,Advance Planning Visit – Youth Exchange,? Unknown ?,UK,??? - ? Unknown ?,Male,Learner,No,No,No,28,UK,Liverpool,Up4Change,-,IT,Palermo,uguali e differenti,-,1.0
2014-2-HR01-KA105-007038,2015-2016,2015-03,2015-03,8.0,Mobility of youth workers - Programme Countries,? Unknown ?,RO,??? - ? Unknown ?,Male,Staff,No,Yes,No,24,RO,BACAU,ASOCIATIA PENTRU DEZVOLTARE ACTIVA,-,HR,Zagreb,Udruga gluhih i nagluhih Nova Gradiska,-,1.0
2017-1-BE02-KA103-034612,2018-2019,2018-04,2018-06,67.0,Student mobility for traineeships between Programme Countries,Secretarial and office work,BE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,24,BE,DIEPENBEEK,UC LIMBURG,B  HASSELT20,DE,Bad Salzuflen,Maritim Hotel Berlin,-,1.0
2014-1-ES01-KA103-000317,2014-2015,2014-10,2015-07,297.0,Student mobility for studies between Programme Countries,Engineering and engineering trades,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,23,ES,SEVILLA,UNIVERSIDAD DE SEVILLA,E  SEVILLA01,IT,MILANO,POLITECNICO DI MILANO,I  MILANO02,1.0
2018-1-IT02-KA103-047415,2018-2019,2018-10,2019-02,144.0,Student mobility for studies between Programme Countries,"Languages, not further defined",IT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20,IT,SIENA,UNIVERSITA PER STRANIERI DI SIENA,I  SIENA02,DE,ESSEN,UNIVERSITAET DUISBURG-ESSEN,D  ESSEN04,1.0
2016-1-PT01-KA103-022363,2017-2018,2017-09,2017-11,81.0,Student mobility for traineeships between Programme Countries,Medicine,PT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,24,PT,LISBOA,UNIVERSIDADE DE LISBOA,P  LISBOA109,NO,Trondheim,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,N  TRONDHE01,1.0
2014-1-IT02-KA103-000129,2015-2016,2015-02,2015-06,138.0,Student mobility for studies between Programme Countries,Management and administration,IT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,23,IT,Roma,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,I  ROMA01,BE,ANTWERPEN,UNIVERSITEIT ANTWERPEN,B  ANTWERP01,1.0
2016-1-EE01-KA103-017043,2017-2018,2017-02,2017-06,150.0,Student mobility for studies between Programme Countries,Database and network design and administration,EE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,25,EE,TALLINN,TALLINNA TEHNIKAULIKOOL,EE TALLINN04,ES,LA LAGUNA TENERIFE,UNIVERSIDAD DE LA LAGUNA,E  TENERIF01,1.0
2019-1-EL02-KA105-004818,2019-2020,2019-11,2019-12,9.0,Youth Exchanges - Programme Countries,? Unknown ?,UK,??? - ? Unknown ?,Female,Learner,No,No,Yes,35,UK,Sheffield,Innovative Entrepreneurs,-,EL,Loutraki,Youngsters union,-,1.0
2016-1-IT02-KA103-022862,2017-2018,2017-02,2017-06,130.0,Student mobility for studies between Programme Countries,Political sciences and civics,AL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22,IT,TRENTO,UNIVERSITA DEGLI STUDI DI TRENTO,I  TRENTO01,CZ,OSTRAVA 1,OSTRAVSKA UNIVERZITA,CZ OSTRAVA02,1.0
2016-1-BE05-KA105-001875,2016-2017,2016-07,2016-07,13.0,Youth Exchanges - Programme Countries,? Unknown ?,TR,??? - ? Unknown ?,Male,Learner,No,No,No,22,TR,?zmir,Sosyal Farkindalik Dernegi,-,BE,Overmere,Youngsters Building a Future,-,1.0
2014-1-UK01-KA103-000142,2014-2015,2014-09,2014-12,91.0,Student mobility for studies between Programme Countries,Medicine,UK,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,23,UK,CARDIFF,CARDIFF UNIVERSITY,UK CARDIFF01,FR,NANTES CEDEX 1,UNIVERSITE DE NANTES,F  NANTES01,1.0
2016-1-NL01-KA103-022796,2017-2018,2017-01,2017-06,175.0,Student mobility for traineeships between Programme Countries,Management and administration,FR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,26,NL,ROTTERDAM,STICHTING HOGESCHOOL ROTTERDAM,NL ROTTERD03,BE,Antwerp,Waarschijnlijk Thomas More school,-,1.0
2019-1-DE02-KA104-005964,2019-2020,2019-10,2019-10,4.0,Structured Courses/Training Events,"Education, not further defined",DE,??? - ? Unknown ?,Female,Staff,No,No,No,30,DE,Freiburg,Spes e.V.,-,AT,Schlierbach,SPES GmbH,-,1.0
2017-1-FR01-KA107-036301,2018-2019,2018-09,2018-12,111.0,Student mobility for Studies To/From Partner Countries,Political sciences and civics,IQ,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20,IQ,Erbil,University of Kurdistan Hewler,-,FR,PARIS,INSTITUT D'ETUDES POLITIQUES DE PARIS,F  PARIS014,1.0
2015-1-FR01-KA102-014860,2017-2018,2017-03,2017-03,12.0,VET learners traineeships in companies abroad,Agriculture,FR,??? - ? Unknown ?,Male,Learner,No,No,No,18,FR,LA MOTTE SERVOLEX,CTRE FORMATION PROFESSIONNELLE ADULTES,-,IT,SAN BIAGIO DELLA CIMA,PRO GARDEN ORENGO,-,1.0
2015-1-UK01-KA103-012634,2015-2016,2015-10,2016-09,313.0,Student mobility for traineeships between Programme Countries,Biochemistry,UK,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21,UK,COLERAINE,UNIVERSITY OF ULSTER,UK COLERAI01,IE,Dublin,Stryker Ireland Ltd,-,1.0
2016-1-ES01-KA103-023136,2017-2018,2017-09,2017-09,5.0,Staff mobility for teaching between Programme Countries,Nursing and midwifery,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Staff,No,No,No,-,ES,VILLAVICIOSA,UNIVERSIDAD EUROPEA DE MADRID SL,E  MADRID18,FR,Bègles,IRFSS Aquitaine,F  BORDEAU56,1.0
2017-1-ES01-KA103-035461,2018-2019,2018-07,2018-08,60.0,Student mobility for traineeships between Programme Countries,History and archaeology,ES,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,25,ES,CADIZ,UNIVERSIDAD DE CADIZ,E  CADIZ01,IT,Gela,Mediterranean International Centre of Studies (M.I.C.O.S.),-,1.0
2018-2-IT03-KA105-013922,2019-2020,2019-04,2019-04,8.0,Youth Exchanges - Programme Countries,? Unknown ?,ES,??? - ? Unknown ?,Female,Learner,No,No,No,21,ES,CADIZ,ASOCIACION PARA LA MEDIACION SOCIAL EQUA,-,IT,POGGIO MIRTETO - RIETI,LUNARIA ASSOCIAZIONE DI PROMOZIONE SOCIALE E IMPRESA SOCIALE,-,1.0
2016-2-UK01-KA105-024958,2018-2019,2018-03,2018-03,7.0,Youth Exchanges - Programme Countries,? Unknown ?,SK,??? - ? Unknown ?,Male,Learner,No,No,No,17,SK,Liptovsky Mikulas,YMCA na Slovensku,-,SK,Liptovsky Mikulas,YMCA na Slovensku,-,1.0
2015-1-HU01-KA107-013294,2017-2018,2017-04,2017-04,5.0,Staff mobility for Teaching To/From Partner Countries,Music and performing arts,IL,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Staff,No,No,No,-,IL,Jerusalem,the Jerusalem Academy of Music and Dance,-,HU,BUDAPEST,LISZT FERENC ZENEMUVESZETI EGYETEM,HU BUDAPES25,1.0
2019-1-RO01-KA103-062292,2019-2020,2019-10,2019-10,5.0,Staff mobility for training between Programme Countries,? Unknown ?,RO,??? - ? Unknown ?,Female,Staff,No,No,No,-,RO,GALATI,UNIVERSITATEA DUNAREA DE JOS DIN GALATI,RO GALATI01,TR,MERSIN,MERSIN UNIVERSITESI,TR MERSIN01,1.0
2015-1-DE01-KA107-002101,2016-2017,2016-11,2016-11,12.0,Staff mobility for Training To/From Partner Countries,? Unknown ?,DE,??? - ? Unknown ?,Female,Staff,No,No,No,-,DE,BERLIN,FREIE UNIVERSITAET BERLIN,D  BERLIN01,US,OAKLAND CA,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,-,1.0
2017-1-ES01-KA103-035238,2017-2018,2017-09,2018-07,288.0,Student mobility for studies between Programme Countries,Architecture and town planning,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,27,ES,OVIEDO,UNIVERSIDAD DE OVIEDO,E  OVIEDO01,PT,VILA REAL,UNIVERSIDADE DE TRAS-OS-MONTES E ALTO DOURO,P  VILA-RE01,1.0
2017-1-AT01-KA103-034650,2017-2018,2017-12,2017-12,3.0,Staff mobility for teaching between Programme Countries,Building and civil engineering,AT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Staff,No,No,No,-,AT,GRAZ,TECHNISCHE UNIVERSITAET GRAZ,A  GRAZ02,DE,MULHEIM AN DER RUHR,HOCHSCHULE RUHR WEST,D  MULHEIM01,1.0
2016-1-RO01-KA103-023791,2016-2017,2016-12,2016-12,8.0,Staff mobility for teaching between Programme Countries,Music and performing arts,RO,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Staff,No,No,No,-,RO,IASI,UNIVERSITATEA NATIONALA DE ARTE GEORGE ENESCU DIN IASI,RO IASI01,AT,WIEN,Universitaet fuer Musik und darstellende Kunst Wien,A  WIEN08,1.0
2016-1-DE01-KA103-002532,2017-2018,2017-03,2017-09,183.0,Student mobility for traineeships between Programme Countries,"Inter-disciplinary programmes and qualifications involving engineering, manufacturing and construction",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,25,DE,Furtwangen,HOCHSCHULE FURTWANGEN,D  FURTWAN01,ES,Aranjuez,"Robert Bosch Espana Gasoline Systems, S.A.",-,1.0
2016-1-UK01-KA104-023609,2017-2018,2017-09,2017-09,7.0,Structured Courses/Training Events,Environment,UK,??? - ? Unknown ?,Male,Staff,No,No,No,50,UK,Inverness,Scottish Natural Heritage,-,FI,TAMPERE,TAMPEREEN AMMATTIKORKEAKOULU OY,SF TAMPERE06,1.0
2019-1-RO01-KA105-062086,2019-2020,2019-08,2019-09,11.0,Youth Exchanges - Programme Countries,? Unknown ?,EL,??? - ? Unknown ?,Male,Learner,No,Yes,No,20,EL,THESSALONIKI,UNITED SOCIETIES OF BALKANS ASTIKI ETAIREIA,-,RO,Caciulata Valcea,Asociatia de Tineret Raise your Voice,-,1.0
2017-1-NL01-KA103-035090,2017-2018,2017-11,2018-02,112.0,Student mobility for traineeships between Programme Countries,Law,NL,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,23,NL,EINDHOVEN,TECHNISCHE UNIVERSITEIT EINDHOVEN,NL EINDHOV17,FR,unknown,Ansys,-,1.0
2017-1-DE01-KA103-002975,2017-2018,2017-09,2018-01,122.0,Student mobility for studies between Programme Countries,"Travel, tourism and leisure",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,25,DE,Stralsund,HOCHSCHULE STRALSUND,D  STRALSU01,CY,Nicosia,University of Nicosia,CY NICOSIA14,1.0
2016-1-BE02-KA103-017203,2016-2017,2016-09,2017-01,136.0,Student mobility for studies between Programme Countries,"Business and administration, not further defined",BE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20,BE,DIEPENBEEK,UC LIMBURG,B  HASSELT20,ES,VALENCIA,FUNDACION UNIVERSIDAD CATOLICA DE VALENCIA SAN VICENTE MARTIR,E  VALENCI11,1.0
2018-1-HR01-KA101-047247,2019-2020,2019-07,2019-07,6.0,Structured Courses/Training Events,Education,HR,??? - ? Unknown ?,Female,Staff,No,No,No,30,HR,Split,Pomorska skola,-,PT,MAIA,"SINERCONSULT - Formação e Consultadoria de Negócios, Lda",-,1.0
2017-1-FR01-KA103-035975,2018-2019,2018-06,2018-06,2.0,Staff mobility for training between Programme Countries,? Unknown ?,IT,??? - ? Unknown ?,Female,Staff,No,No,No,-,FR,ECULLY,INSTITUT PAUL BOCUSE ECOLE DE MANAGEMENT,F  ECULLY01,NL,HEERLEN,STICHTING ZUYD HOGESCHOOL,NL HEERLEN14,1.0
2017-1-EE01-KA103-034697,2018-2019,2018-11,2018-11,5.0,Staff mobility for teaching between Programme Countries,"Physical sciences, not further defined",EE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Staff,No,No,No,-,EE,Tallinn,TALLINNA TEHNIKAKORGKOOL,EE TALLINN06,HR,ZAGREB,SVEUCILISTE U ZAGREBU,HR ZAGREB01,1.0
2017-1-FR01-KA103-035617,2018-2019,2018-04,2018-08,122.0,Student mobility for traineeships between Programme Countries,"Languages, not further defined",FR,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,21,FR,MONT SAINT AIGNAN CEDEX,UNIVERSITE DE ROUEN NORMANDIE,F  ROUEN01,CZ,Praha,Solten S.R.O.,-,1.0
2018-1-IT03-KA105-013368,2019-2020,2019-01,2019-01,7.0,Mobility of youth workers - Programme Countries,? Unknown ?,PT,??? - ? Unknown ?,Male,Staff,No,No,No,26,PT,Braga,Conexão Jovem,-,IT,Montecatini,Invasioni Creative,-,1.0
2019-1-PL01-KA105-061786,2019-2020,2019-08,2019-08,10.0,Youth Exchanges - Programme Countries,? Unknown ?,EL,??? - ? Unknown ?,Male,Learner,No,Yes,No,28,EL,ATHINA,KINONIKI SINETAIRISTIKI EPICHERISIELLINIKI SYMMETOCHI NEON,-,PL,Murzasichle,Europejska Fundacja Edukacyjno-Sportowa,-,1.0
2018-1-UK01-KA103-046799,2019-2020,2019-09,2020-03,180.0,Student mobility for studies between Programme Countries,"Security services, not further defined",NL,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,25,UK,GLASGOW,UNIVERSITY OF GLASGOW,UK GLASGOW01,DE,GOETTINGEN,GEORG-AUGUST-UNIVERSITAET GOETTINGEN STIFTUNG OEFFENTLICHEN RECHTS,D  GOTTING01,1.0
2017-1-ES01-KA103-035545,2018-2019,2018-09,2018-09,2.0,Staff mobility for training between Programme Countries,? Unknown ?,ES,??? - ? Unknown ?,Female,Staff,No,No,No,-,ES,VALENCIA,UNIVERSITAT POLITECNICA DE VALENCIA,E  VALENCI02,PL,Krakow,POLITECHNIKA KRAKOWSKA,PL KRAKOW03,1.0
2016-1-DE01-KA103-002588,2017-2018,2017-05,2017-08,120.0,Student mobility for traineeships between Programme Countries,Chemistry,DE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,26,DE,BERLIN,HUMBOLDT-UNIVERSITAET ZU BERLIN,D  BERLIN13,IT,BOLOGNA,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA,I  BOLOGNA01,1.0
2018-1-LU01-KA103-037261,2019-2020,2019-04,2019-07,101.0,Student mobility for studies between Programme Countries,Social work and counselling,LU,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21,LU,LUXEMBOURG-VILLE,UNIVERSITE DU LUXEMBOURG,LUXLUX-VIL01,DE,Trier,UNIVERSITAT TRIER,D  TRIER01,1.0
2014-1-IT02-KA103-000041,2014-2015,2014-09,2015-06,273.0,Student mobility for studies between Programme Countries,"Architecture and construction, not further defined",IT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,22,IT,BOLOGNA,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA,I  BOLOGNA01,UK,BRISTOL,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL",UK BRISTOL02,1.0
2018-1-FR01-KA102-046763,2018-2019,2018-11,2018-12,26.0,Mobility of VET learners (2 weeks up to 3 months),Business and administration,FR,ISCED-3 - Upper secondary education,Male,Learner,No,No,No,16,FR,Marseille,OGEC Lycée Privé Professionnel Saint Louis,-,IT,PISE,COMET,-,1.0
2015-1-NL01-KA103-008596,2016-2017,2016-07,2016-07,5.0,Staff mobility for teaching between Programme Countries,"Security services, not elsewhere classified",NL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Staff,No,No,No,-,NL,UTRECHT,Stichting Hogeschool Utrecht,NL UTRECHT24,FI,VANTAA,LAUREA-AMMATTIKORKEAKOULU OY,SF VANTAA06,1.0
